Segment,Ship Mode,OrderID,Sales
Corporate,Standard Class,CA-2012-149342,896.31
Corporate,Standard Class,CA-2012-149734,200.984
Corporate,Standard Class,CA-2012-150308,246.168
Corporate,Standard Class,CA-2012-151624,21.36
Corporate,Standard Class,CA-2012-153038,94.688
Corporate,Standard Class,CA-2012-154291,457.04
Corporate,Standard Class,CA-2012-154921,186.69
Corporate,Standard Class,CA-2012-155453,4.608
Corporate,Standard Class,CA-2012-160696,7.24
Corporate,Standard Class,CA-2012-161998,277.632
Corporate,Standard Class,CA-2012-162201,937.608
Corporate,Standard Class,CA-2012-164427,239.7
Corporate,Standard Class,CA-2012-166975,692.472
Corporate,Standard Class,CA-2012-169572,46.62
Corporate,Standard Class,CA-2013-106558,316
Corporate,Standard Class,CA-2013-109743,104.712
Corporate,Standard Class,CA-2013-109911,10.96
Corporate,Standard Class,CA-2013-112277,519.68
Corporate,Standard Class,CA-2013-113831,4317.3
Corporate,Standard Class,CA-2013-113845,574.056
Corporate,Standard Class,CA-2013-114713,45.584
Corporate,Standard Class,CA-2013-115504,12.96
Corporate,Standard Class,CA-2013-116764,9.216
Corporate,Standard Class,CA-2013-118073,562.2925
Corporate,Standard Class,CA-2013-118178,31.086
Corporate,Standard Class,CA-2013-119074,92.7
Corporate,Standard Class,CA-2013-123617,7.434
Corporate,Standard Class,CA-2013-123946,1159.06
Corporate,Standard Class,CA-2013-124254,191.808
Corporate,Standard Class,CA-2013-125017,132.224
Corporate,Standard Class,CA-2013-130001,36.24
Corporate,Standard Class,CA-2013-134516,115.48
Corporate,Standard Class,CA-2013-138695,452.464
Corporate,Standard Class,CA-2013-139689,40.896
Corporate,Standard Class,CA-2013-140928,383.438
Corporate,Standard Class,CA-2013-142097,342.76
Corporate,Standard Class,CA-2013-145709,64.248
Corporate,Standard Class,CA-2013-157763,140.81
Corporate,Standard Class,CA-2013-165316,324.387
Corporate,Standard Class,CA-2013-165827,50.496
Corporate,Standard Class,CA-2013-166380,138.53
Corporate,Standard Class,CA-2014-104318,20.768
Corporate,Standard Class,CA-2014-107167,1347.52
Corporate,Standard Class,CA-2014-108322,26.056
Corporate,Standard Class,CA-2014-110310,68.967
Corporate,Standard Class,CA-2014-119284,2942.784
Corporate,Standard Class,CA-2014-125745,19.52
Corporate,Standard Class,CA-2014-126046,12.39
Corporate,Standard Class,CA-2014-126382,35.168
Corporate,Standard Class,CA-2014-127803,26.16
Corporate,Standard Class,CA-2014-128769,81.568
Corporate,Standard Class,CA-2014-136826,14.016
Corporate,Standard Class,CA-2014-139619,95.616
Corporate,Standard Class,CA-2014-141614,20.736
Corporate,Standard Class,CA-2014-147333,204.55
Corporate,Standard Class,CA-2014-147361,685.26
Corporate,Standard Class,CA-2014-148810,287.424
Corporate,Standard Class,CA-2014-151855,39.252
Corporate,Standard Class,CA-2014-154816,5.78
Corporate,Standard Class,CA-2014-155824,61.876
Corporate,Standard Class,CA-2014-156272,64.384
Corporate,Standard Class,CA-2014-157854,2747.25
Corporate,Standard Class,CA-2014-158407,103.968
Corporate,Standard Class,CA-2014-159100,1893.786
Corporate,Standard Class,CA-2014-160017,10.368
Corporate,Standard Class,CA-2014-160724,34.5
Corporate,Standard Class,CA-2014-161130,361.376
Corporate,Standard Class,CA-2014-161592,8.1
Corporate,Standard Class,CA-2014-163629,286.09
Corporate,Standard Class,CA-2014-164756,997.83
Corporate,Standard Class,CA-2014-164917,47.96
Corporate,Standard Class,CA-2014-165029,12.84
Corporate,Standard Class,CA-2014-168102,113.568
Corporate,Standard Class,CA-2014-168389,873.811
Corporate,Standard Class,CA-2014-169012,41.91
Corporate,Standard Class,US-2011-107405,16.272
Corporate,Standard Class,US-2011-109162,170.352
Corporate,Standard Class,US-2011-118997,1215.92
Corporate,Standard Class,US-2011-143581,344.91
Corporate,Standard Class,US-2011-147774,67.194
Corporate,Standard Class,US-2011-156216,18.648
Corporate,Standard Class,US-2011-157231,115.36
Corporate,Standard Class,US-2011-164763,103.5
Corporate,Standard Class,US-2012-112508,6.992
Corporate,Standard Class,US-2012-136476,157.794
Corporate,Standard Class,US-2012-148817,125.64
Corporate,Standard Class,US-2012-158911,16.712
Corporate,Standard Class,US-2013-102232,197.05
Corporate,Standard Class,US-2013-144393,17.616
Corporate,Standard Class,US-2013-148901,191.018
Corporate,Standard Class,US-2013-150357,24.703
Corporate,Standard Class,US-2013-150567,29.97
Corporate,Standard Class,US-2013-159415,79.12
Corporate,Standard Class,US-2013-164630,959.968
Corporate,Standard Class,US-2014-115252,30.336
Corporate,Standard Class,US-2014-126060,198.272
Corporate,Standard Class,US-2014-128118,76.521
Corporate,Standard Class,US-2014-135503,14.76
Corporate,Standard Class,US-2014-166611,68.742
Corporate,Standard Class,Grand Total,55942.7865
Home Office,First Class,CA-2011-132010,389.74
Home Office,First Class,CA-2011-136567,2884.37
Home Office,First Class,CA-2011-140165,405.456
Home Office,First Class,CA-2013-149454,10.44
Home Office,First Class,CA-2013-159142,177.78
Home Office,First Class,CA-2013-162159,121.78
Home Office,First Class,CA-2014-121419,771.8
Home Office,First Class,CA-2014-132213,109.968
Home Office,First Class,CA-2014-144456,220.056
Home Office,First Class,CA-2014-155292,204.98
Home Office,First Class,US-2013-158309,3.744
Home Office,First Class,US-2014-162558,2437.672
Home Office,First Class,Grand Total,7737.786
Home Office,Same Day,CA-2011-165806,259.29
Home Office,Same Day,CA-2012-100769,255.968
Home Office,Same Day,CA-2013-136126,261.1
Home Office,Same Day,CA-2014-133095,117.62
Home Office,Same Day,CA-2014-149146,7.968
Home Office,Same Day,US-2013-108504,2075.51
Home Office,Same Day,Grand Total,2977.456
Home Office,Second Class,CA-2011-157609,471.92
Home Office,Second Class,CA-2011-158274,682.91
Home Office,Second Class,CA-2012-115847,61.96
Home Office,Second Class,CA-2012-133977,3.444
Home Office,Second Class,CA-2012-134992,80.38
Home Office,Second Class,CA-2012-140830,89.36
Home Office,Second Class,CA-2012-153549,1166.92
Home Office,Second Class,CA-2013-109344,1127.976
Home Office,Second Class,CA-2013-127985,7.04
Home Office,Second Class,CA-2013-140977,91.475
Home Office,Second Class,CA-2013-149111,55.416
Home Office,Second Class,CA-2013-164350,67.56
Home Office,Second Class,CA-2014-114055,819.28
Home Office,Second Class,CA-2014-141446,18
Home Office,Second Class,CA-2014-142671,11.52
Home Office,Second Class,CA-2014-148922,684.78
Home Office,Second Class,CA-2014-157931,830.24
Home Office,Second Class,CA-2014-160899,477.51
Home Office,Second Class,US-2012-113327,352.168
Home Office,Second Class,US-2013-135209,62.752
Home Office,Second Class,US-2013-168620,823.61
Home Office,Second Class,US-2014-148768,71.976
Home Office,Second Class,US-2014-159205,732.93
Home Office,Second Class,Grand Total,8791.127
Home Office,Standard Class,CA-2011-100293,91.056
Home Office,Standard Class,CA-2011-108707,10.368
Home Office,Standard Class,CA-2011-120670,799.92
Home Office,Standard Class,CA-2011-122217,111.15
Home Office,Standard Class,CA-2011-133634,47.79
Home Office,Standard Class,CA-2011-134621,18.24
Home Office,Standard Class,CA-2011-145317,23661.228
Home Office,Standard Class,CA-2011-148285,22.32
Home Office,Standard Class,CA-2011-156244,457.744
Home Office,Standard Class,CA-2011-167199,4374.88
Home Office,Standard Class,CA-2012-102260,763.508
Home Office,Standard Class,CA-2012-103135,525.95
Home Office,Standard Class,CA-2012-103772,260.31
Home Office,Standard Class,CA-2012-110947,113.1
Home Office,Standard Class,CA-2012-115091,75.04
Home Office,Standard Class,CA-2012-125696,7.38
Home Office,Standard Class,CA-2012-128958,13.12
Home Office,Standard Class,CA-2012-135510,67.96
Home Office,Standard Class,CA-2012-141754,11.696
Home Office,Standard Class,CA-2012-145324,39.96
Home Office,Standard Class,CA-2012-160059,6.24
Home Office,Standard Class,CA-2012-163923,151.96
Home Office,Standard Class,CA-2013-100307,19.44
Home Office,Standard Class,CA-2013-105662,270.728
Home Office,Standard Class,CA-2013-105753,61.1
Home Office,Standard Class,CA-2013-110254,158.81
Home Office,Standard Class,CA-2013-118934,16.218
Home Office,Standard Class,CA-2013-121020,239.976
Home Office,Standard Class,CA-2013-123414,37.264
Home Office,Standard Class,CA-2013-123533,392.832
Home Office,Standard Class,CA-2013-131968,681.432
Home Office,Standard Class,CA-2013-134789,215.84
Home Office,Standard Class,CA-2013-136322,74.32
Home Office,Standard Class,CA-2013-139269,1311.97
Home Office,Standard Class,CA-2013-140571,365.44
Home Office,Standard Class,CA-2013-146171,558.24
Home Office,Standard Class,CA-2013-151155,34.34
Home Office,Standard Class,CA-2013-154403,4.98
Home Office,Standard Class,CA-2013-155439,25.92
Home Office,Standard Class,CA-2013-159212,273.59
Home Office,Standard Class,CA-2013-159891,1396.35
Home Office,Standard Class,CA-2013-165470,5.08
Home Office,Standard Class,CA-2013-169026,23.34
Home Office,Standard Class,CA-2014-100412,141.96
Home Office,Standard Class,CA-2014-102554,3.76
Home Office,Standard Class,CA-2014-110212,48.9
Home Office,Standard Class,CA-2014-113558,729.648
Home Office,Standard Class,CA-2014-120705,147.184
Home Office,Standard Class,CA-2014-124597,32.088
Home Office,Standard Class,CA-2014-124898,184.66
Home Office,Standard Class,CA-2014-125752,41.424
Home Office,Standard Class,CA-2014-127516,64.784
Home Office,Standard Class,CA-2014-128475,71.98
Home Office,Standard Class,CA-2014-129490,419.136
Home Office,Standard Class,CA-2014-129910,59.76
Home Office,Standard Class,CA-2014-134096,399.53
Home Office,Standard Class,CA-2014-139787,35.4
Home Office,Standard Class,CA-2014-146535,1446.84
Home Office,Standard Class,CA-2014-148166,17.856
Home Office,Standard Class,CA-2014-148404,1027.21
Home Office,Standard Class,CA-2014-148474,544.14
Home Office,Standard Class,CA-2014-150931,33.74
Home Office,Standard Class,CA-2014-151211,201.09
Home Office,Standard Class,CA-2014-154123,27.58
Home Office,Standard Class,CA-2014-155089,45.66
Home Office,Standard Class,CA-2014-159135,4.3
Home Office,Standard Class,CA-2014-159667,691.144
Home Office,Standard Class,CA-2014-160423,383.992
Home Office,Standard Class,CA-2014-161088,29.84
Home Office,Standard Class,CA-2014-162033,57.01
Home Office,Standard Class,CA-2014-165904,235.44
Home Office,Standard Class,US-2011-125521,1139.92
Home Office,Standard Class,US-2011-138835,9.64
Home Office,Standard Class,US-2011-155502,944.61
Home Office,Standard Class,US-2011-155817,67.76
Home Office,Standard Class,US-2013-108637,334.2
Home Office,Standard Class,US-2013-109260,431.976
Home Office,Standard Class,US-2013-123750,895.06
Home Office,Standard Class,US-2013-139262,471.078
Home Office,Standard Class,US-2013-146570,612.14
Home Office,Standard Class,US-2013-155404,13.28
Home Office,Standard Class,US-2014-100930,1735.8505
Home Office,Standard Class,US-2014-108315,225.546
Home Office,Standard Class,US-2014-114356,35.96
Home Office,Standard Class,US-2014-120390,1633.188
Home Office,Standard Class,US-2014-129224,4.608
Home Office,Standard Class,US-2014-132031,513.496
Home Office,Standard Class,US-2014-132297,598.31
Home Office,Standard Class,US-2014-132675,148.16
Home Office,Standard Class,US-2014-156083,9.664
Home Office,Standard Class,Grand Total,54748.6325
